"","Name_submitted","Accepted_name","Accepted.Symbol","Range_Size","Precip","pH","Status"
"7760","Sisyrinchium nashii","Sisyrinchium nashii","SINA",1.66e+11,1246.470093,4.00999999,"native"
"7761","Lachnocaulon minus","Paepalanthus minus","LAMI3",1.32e+11,732.0099487,3.5,"native"
"7762","Sageretia minutiflora","Sageretia minutiflora","SAMI10",1.06e+11,758.6099243,3.170000076,"native"
"7763","Smilax pseudochina","Smilax pseudochina","SMPS",73643396360,514.2900391,3.059999943,"native"
"7764","Clarkia modesta","Clarkia modesta","CLMO",88039887675,2715.449951,5.529999971,"native"
"7765","Gayophytum eriospermum","Gayophytum eriospermum","GAER2",79245566367,2787.54995,5.719999552,"native"
"7766","Hypericum nitidum","Hypericum nitidum","HYNI3",97501435090,708.8300171,3.170000076,"native"
"7767","Fuirena breviseta","Fuirena breviseta","FUBR",1.91e+11,1113.479919,4.659999847,"native"
"7768","Helianthemum carolinianum","Crocanthemum carolinianum","HECA4",2.08e+11,836.0299683,3.909999847,"native"
"7769","Carex impressinervia","Carex impressinervia","CAIM2",16190302111,538.5999756,2,"native"
"7770","Castilleja lineariiloba","Castilleja lineariloba","CALI20",1.17e+11,2787.54995,5.719999552,"native"
"7771","Rhododendron arborescens","Rhododendron arborescens","RHAR3",1.86e+11,1413.890015,3.109999895,"native"
"7772","Anthaenantia villosa","Anthenantia villosa","ANVI4",1.41e+11,890.9599609,4.079999924,"native"
"7773","Triantha racemosa","Triantha racemosa","TRRA6",1.91e+11,814.539917,3.75,"native"
"7774","Phlox carolina","Phlox carolina","PHCA19",1.84e+11,1450.48999,3.680000067,"native"
"7775","Penstemon multiflorus","Penstemon multiflorus","PEMU9",1.15e+11,744.4000244,3.869999886,"native"
"7776","Hypericum cistifolium","Hypericum cistifolium","HYCI",2.47e+11,783.5799561,3.880000114,"native"
"7777","Trillium rugelii","Trillium rugelii","TRRU2",41423742785,964.8900146,1.650000095,"native"
"7778","Solidago stricta","Solidago stricta","SOST",2.44e+11,783.5799561,3.869999886,"native"
"7779","Tropidocarpum capparideum","Tropidocarpum capparideum","TRCA9",22619767948,1483.229935,4.499999523,"native"
"7780","Stylisma humistrata","Stylisma humistrata","STHU2",2.23e+11,1096.040039,3.879999638,"native"
"7781","Ribes rotundifolium","Ribes rotundifolium","RIRO2",2.11e+11,1384.820007,3.03000021,"native"
"7782","Sabatia calycina","Sabatia calycina","SACA2",1.74e+11,744.4000244,3.739999771,"native"
"7783","Platythelys querceticola","Microchilus querceticola","PLQU",59388949094,660.1700439,3.869999886,"native"
"7784","Rudbeckia nitida","Rudbeckia nitida","RUNI3",25557908583,465.1600342,3.119999886,"native"
"7785","Eriogonum tomentosum","Eriogonum tomentosum","ERTO2",1.42e+11,708.8300171,3.119999886,"native"
"7786","Quercus austrina","Quercus austrina","QUAU",1.05e+11,608.5699463,3.119999886,"native"
"7787","Allium cuthbertii","Allium cuthbertii","ALCU",51178745603,578.4699707,3.629999876,"native"
"7788","Hibiscus grandiflorus","Hibiscus grandiflorus","HIGR4",97921378845,783.5799561,3.869999886,"native"
"7789","Gordonia lasianthus","Gordonia lasianthus","GOLA",1.98e+11,747.9400024,3.409999847,"native"
"7790","Ilex ambigua","Ilex ambigua","ILAM",3.31e+11,1213.710083,4.149999857,"native"
"7791","Thelocactus setispinus","Thelocactus setispinus","THSE5",89901395623,733.3699341,2.949999809,"native"
"7792","Cooperia drummondii","Zephyranthes chlorosolen","CODR2",2.23e+11,1450.660019,3.869999886,"native"
"7793","Eupatorium resinosum","Eupatorium resinosum","EURE8",17332223464,299.0299683,2.029999733,"native"
"7794","Polygala grandiflora","Polygala myrtifolia var. myrtifolia","POGR11",3.16e+11,783.5799561,3.869999886,"native"
"7795","Rhododendron prinophyllum","Rhododendron prinophyllum","RHPR",3.84e+11,1134.830017,3.800000191,"native"
"7796","Delphinium newtonianum","Delphinium newtonianum","DENE2",9220456173,385.4299316,2.460000038,"native"
"7797","Minuartia caroliniana","Minuartia caroliniana","MICA8",76721277103,700.749939,2.820000172,"native"
"7798","Aristida palustris","Aristida palustris","ARPA26",91213287771,754.3599243,3.170000076,"native"
"7799","Penstemon australis","Penstemon australis","PEAU",2.45e+11,1041.600037,3.680000067,"native"
"7800","Lyonia lucida","Lyonia lucida","LYLU3",3.44e+11,758.6099243,3.869999886,"native"
"7801","Rhynchospora thornei","Rhynchospora thornei","RHTH",12815805180,285.7099609,2.820000172,"native"
"7802","Rhynchospora cephalantha","Rhynchospora cephalantha","RHCE",2.47e+11,783.6899414,3.409999847,"native"
"7803","Fothergilla gardenii","Fothergilla gardenii","FOGA",88813143372,628.7000732,2.820000172,"native"
"7804","Tetraneuris scaposa","Tetraneuris scaposa","TESC2",7.27e+11,1075.519943,5.309999943,"native"
"7805","Vernonia flaccidifolia","Vernonia flaccidifolia","VEFL",20472656546,492.7999268,2.200000048,"native"
"7806","Lyonia ligustrina","Lyonia ligustrina","LYLI",8.21e+11,1485.600037,4.149999857,"native"
"7807","Xyris brevifolia","Xyris brevifolia","XYBR",1.29e+11,752.1900024,3.119999886,"native"
"7808","Spigelia gentianoides","Spigelia gentianoides","SPGE",5361761531,219.9499512,1.860000134,"native"
"7809","Rhynchospora fernaldii","Rhynchospora fernaldii","RHFE",71477433928,716.289978,3.119999886,"native"
"7810","Astragalus gracilis","Astragalus gracilis","ASGR3",7.22e+11,1543.080032,4.440000057,"native"
"7811","Ludwigia pilosa","Ludwigia pilosa","LUPI",2.31e+11,926.2299194,4.019999504,"native"
"7812","Lycopus amplectens","Lycopus amplectens","LYAM2",79228810177,743.2900391,3.090000153,"native"
"7813","Sarracenia minor","Sarracenia minor","SAMI9",1.58e+11,627.4100342,3.119999886,"native"
"7814","Carex floridana","Carex floridana","CAFL5",92689604180,693.8300781,3.359999657,"native"
"7815","Vaccinium elliottii","Vaccinium corymbosum","VAEL",3.28e+11,715.249939,3.409999847,"native"
"7816","Trillium catesbaei","Trillium catesbaei","TRCA11",1.41e+11,1391.890015,2.110000134,"native"
"7817","Quercus laevis","Quercus laevis","QULA2",3.3e+11,754.3599243,3.409999847,"native"
"7818","Veratrum hybridum","Veratrum hybridum","VEHY",1.49e+11,1450.48999,2.889999866,"native"
"7819","Aletris lutea","Aletris lutea","ALLU",1.5e+11,783.5799561,3.869999886,"native"
"7820","Gaillardia suavis","Gaillardia suavis","GASU",4.27e+11,1325.399963,3.710000038,"native"
"7821","Grindelia columbiana","Grindelia hirsutula","GRCO",49579553626,4301.710052,3.980000019,"native"
"7822","Cirsium virginianum","Cirsium virginianum","CIVI",57534697294,628.7700806,4.050000191,"native"
"7823","Ceanothus microphyllus","Ceanothus microphyllus","CEMI4",1.29e+11,645.8200684,3.119999886,"native"
"7824","Spiranthes eatonii","Spiranthes eatonii","SPEA",31315556304,609.9200439,3.869999886,"native"
"7825","Stewartia ovata","Stewartia ovata","STOV",90503078075,1261.839966,2.580000162,"native"
"7826","Githopsis tenella","Githopsis tenella","GITE9",42057156106,1348.319969,4.459999561,"native"
"7827","Zephyranthes treatiae","Zephyranthes treatiae","ZETR",81729771016,528.8300781,3.119999886,"native"
"7828","Zephyranthes atamasca","Zephyranthes atamasco","ZEAT",2.45e+11,1170.25,3.409999847,"native"
"7829","Crotalaria purshii","Crotalaria purshii","CRPU5",2.2e+11,930.8300171,3.409999847,"native"
"7830","Sideroxylon alachuense","Sideroxylon alachuense","SIAL13",10397920952,162.2401123,2.329999924,"native"
"7831","Desmodium lineatum","Desmodium lineatum","DELI2",1.72e+11,1048.97998,3.869999886,"native"
"7832","Dicerandra odoratissima","Dicerandra odaratissima","DIOD",18678911817,162.8800049,2.389999866,"native"
"7833","Amorpha ouachitensis","Amorpha ouachitensis","AMOU",14689682364,532.5700684,2.400000095,"native"
"7834","Cyperus lecontei","Cyperus lecontei","CYLE2",99109597432,758.6099243,3.869999886,"native"
"7835","Eriogonum eastwoodianum","Eriogonum eastwoodianum","EREA2",32479632964,1350.51001,4.150000095,"native"
"7836","Solidago ouachitensis","Solidago ouachitensis","SOOU",4630428434,483.460083,2.400000095,"native"
"7837","Narthecium americanum","Narthecium americanum","NAAM",12083513620,910.9199829,2.429999828,"native"
"7838","Dyschoriste humistrata","Dyschoriste humistrata","DYHU",64671398622,627.4100342,3.119999886,"native"
"7839","Elytraria caroliniensis","Elytraria caroliniensis","ELCA6",92196381687,660.1700439,3.869999886,"native"
"7840","Penstemon smallii","Penstemon smallii","PESM",27737604487,1391.890015,1.449999809,"native"
"7841","Kalmia cuneata","Kalmia cuneata","KACU",12535534826,353.210083,2.559999943,"native"
"7842","Eschscholzia rhombipetala","Eschscholzia rhombipetala","ESRH",19170438673,1492.389954,5.269999743,"native"
"7843","Senecio riddellii","Senecio riddellii","SERI2",7.2e+11,1364.189972,7.269999862,"native"
"7844","Sagittaria isoetiformis","Sagittaria isoetiformis","SAIS",93440012930,736.2599487,3.119999886,"native"
"7845","Eupatorium mohrii","Eupatorium mohrii","EUMO4",2.81e+11,1004.309998,3.96999979,"native"
"7846","Carphephorus corymbosus","Carphephorus corymbosus","CACO37",1.1e+11,642.1500244,3.5,"native"
"7847","Agalinis obtusifolia","Agalinis obtusifolia","AGOB",1.92e+11,1276.890015,3.409999847,"native"
"7848","Dalea carnea","Dalea carnea","DACA8",78914812321,584.3899536,3.869999886,"native"
"7849","Borrichia frutescens","Borrichia frutescens","BOFR",1.82e+11,1430.819946,4.659999847,"native"
"7850","Glandularia pumila","Verbena pumila","GLPU4",2.86e+11,1161.709961,3.769999981,"native"
"7851","Phemeranthus mengesii","Phemeranthus mengesii","PHME14",34805146697,694.2800293,1.420000076,"native"
"7852","Zigadenus densus","Stenanthium densum","ZIDE",1.9e+11,752.1900024,3.170000076,"native"
"7853","Heterodraba unilateralis","Athysanus unilateralis","HEUN3",81250431782,1616.23999,5.719999552,"native"
"7854","Dysodiopsis tagetoides","Dysodiopsis tagetoides","DYTA2",67110125210,535.3599854,2.860000134,"native"
"7855","Spermacoce terminalis","Spermacoce neoterminalis","SPTE8",25244186566,613.6099854,3.869999886,"native"
"7856","Rhynchospora filifolia","Rhynchospora filifolia","RHFI",1.64e+11,811.3799438,3.779999733,"native"
"7857","Crataegus nuda","Crataegus nuda","CRNU4",1637791188,60.88000488,0.990000248,"native"
"7858","Erythronium umbilicatum","Erythronium umbilicatum","ERUM2",1.33e+11,1328.060059,2.7900002,"native"
"7859","Prunus umbellata","Prunus umbellata","PRUM",3.88e+11,840.7999268,3.869999886,"native"
"7860","Hypericum fasciculatum","Hypericum fasciculatum","HYFA",2.44e+11,758.6099243,3.869999886,"native"
"7861","Nemacladus twisselmannii","Nemacladus twisselmannii","NETW",42106151069,1348.319969,4.459999561,"native"
"7862","Pterocaulon pycnostachyum","Pterocaulon pycnostachyum","PTPY2",2.24e+11,777.1600342,3.869999886,"native"
"7863","Xyris baldwiniana","Xyris baldwiniana","XYBA",1.64e+11,806.0799561,3.779999733,"native"
"7864","Sidalcea nelsoniana","Sidalcea nelsoniana","SINE2",34372968674,3234.009949,2.680000305,"native"
"7865","Rhynchospora ciliaris","Rhynchospora ciliaris","RHCI",1.57e+11,741.460022,3.869999886,"native"
"7866","Dichanthelium scabriusculum","Dichanthelium scabriusculum","DISC2",2.95e+11,1391.890015,4.019999504,"native"
"7867","Astragalus speirocarpus","Astragalus speirocarpus","ASSP7",43749760205,3516.860031,3.279999733,"native"
"7868","Calamovilfa brevipilis","Sporobolus brevipilis","CABR2",26484228606,453.7000122,2.670000076,"native"
"7869","Sedella pentandra","Sedum pentandrum","SEPE3",32419998428,1482.909988,5.299999475,"native"
"7870","Sidalcea hirsuta","Sidalcea hirsuta","SIHI2",91839910589,2695.029953,5.529999971,"native"
"7871","Eurybia saxicastellii","Eurybia saxicastellii","EUSA15",5313366215,573.5800781,1.159999847,"native"
"7872","Lilium catesbaei","Lilium catesbaei","LICA4",2.06e+11,754.3599243,3.409999847,"native"
"7873","Chorizanthe stellulata","Chorizanthe stellulata","CHST5",90933262387,2715.449951,5.529999971,"native"
"7874","Gamochaeta chionesthes","Gamochaeta chionesthes","GACH3",64698578944,596.0300293,2.590000153,"native"
"7875","Carex ruthii","Carex ruthii","CARU6",45267110365,1427.700012,2.25,"native"
"7876","Eupatorium mikanioides","Eupatorium mikanioides","EUMI7",65755745921,630.9500122,3.869999886,"native"
"7877","Lysimachia asperulifolia","Lysimachia asperulifolia","LYAS2",19675366340,365.7200928,2.590000153,"native"
"7878","Sideroxylon thornei","Sideroxylon thornei","SITH2",15127526071,570.9899902,2.720000267,"native"
"7879","Rhododendron alabamense","Rhododendron alabamense","RHAL5",67231580821,520.9299316,3.230000257,"native"
"7880","Helenium pinnatifidum","Helenium pinnatifidum","HEPI",1.71e+11,777.1600342,3.869999886,"native"
"7881","Asimina parviflora","Asimina parviflora","ASPA18",4.2e+11,1266.23999,3.970000267,"native"
"7882","Rhododendron periclymenoides","Rhododendron periclymenoides","RHPE4",6.23e+11,1500.030029,3.110000134,"native"
"7883","Indigofera caroliniana","Indigofera caroliniana","INCA",2.07e+11,754.3599243,3.869999886,"native"
"7884","Eriogonum covilleanum","Eriogonum covilleanum","ERCO17",81226485477,1422.610008,5.719999552,"native"
"7885","Dyschoriste linearis","Dyschoriste linearis","DYLI",2.63e+11,1093.219971,3.009999752,"native"
"7886","Symphyotrichum concolor","Symphyotrichum concolor","SYCO3",3.85e+11,1330.450012,4.00999999,"native"
"7887","Aristolochia pentandra","Aristolochia pentandra","ARPE8",11532384864,1053.089966,4.279999733,"native"
"7888","Lachnocaulon anceps","Paepalanthus anceps","LAAN",3.56e+11,1460.300049,4.199999809,"native"
"7889","Jacquemontia reclinata","Jacquemontia reclinata","JARE",14533107838,584.3899536,3.869999886,"native"
"7890","Uvularia puberula","Uvularia puberula","UVPU2",2e+11,1476.75,3.110000134,"native"
"7891","Bulbostylis warei","Bulbostylis warei","BUWA",1.1e+11,747.9400024,3.170000076,"native"
"7892","Zizia trifoliata","Zizia trifoliata","ZITR",1.74e+11,1402.080017,3.110000134,"native"
"7893","Downingia pusilla","Downingia pusilla","DOPU3",36208327593,2674.869949,5.299999475,"native"
"7894","Polygala cymosa","Polygala cymosa","POCY",1.85e+11,754.3599243,3.409999847,"native"
"7895","Vaccinium myrsinites","Vaccinium myrsinites","VAMY3",1.81e+11,752.1900024,3.869999886,"native"
"7896","Pteroglossaspis ecristata","Eulophia ecristata","PTEC2",1.03e+11,737.9200439,3.869999886,"native"
"7897","Aureolaria laevigata","Aureolaria laevigata","AULA",2.81e+11,1499.330017,2.920000076,"native"
"7898","Eupatorium pilosum","Eupatorium pilosum","EUPI2",3.41e+11,1450.48999,3.460000038,"native"
"7899","Triphora rickettii","Triphora yucatanensis","TRRI4",6240188609,142.8299561,2.25,"native"
"7900","Iva microcephala","Iva microcephala","IVMI",1.11e+11,630.9500122,3.869999886,"native"
"7901","Rhynchospora oligantha","Rhynchospora oligantha","RHOL",72524949231,806.0799561,3.779999733,"native"
"7902","Tephrosia spicata","Tephrosia spicata","TESP",4.44e+11,1271.76001,4.00999999,"native"
"7903","Rhynchosia difformis","Rhynchosia difformis","RHDI2",1.34e+11,711.2200317,3.839999676,"native"
"7904","Gaylussacia brachycera","Gaylussacia brachycera","GABR5",28168961364,979.1199951,2.46999979,"native"
"7905","Oenothera latifolia","Oenothera pallida subsp. latifolia","OELA2",3.55e+11,1360.110016,4.9599998,"native"
"7906","Rubus bellobatus","Rubus pensilvanicus","RUBE",10880062698,884.2700195,2.449999809,"native"
"7907","Phacelia quickii","Phacelia quickii","PHQU",53483001960,1594.410034,5.529999971,"native"
"7908","Vaccinium fuscatum","Vaccinium fuscatum","VAFU",3.26e+11,1409.880005,3.879999638,"native"
"7909","Danthonia sericea","Danthonia sericea","DASE2",3.78e+11,1409.880005,3.589999676,"native"
"7910","Tephrosia lindheimeri","Tephrosia lindheimeri","TELI",91459554950,490.9599609,2.809999943,"native"
"7911","Centaurea transalpina","Centaurea nigrescens subsp. transalpina","CETR6",45513489331,822.5400391,3.570000172,"native"
"7912","Clintonia umbellulata","Clintonia umbellulata","CLUM2",2.01e+11,1516.880005,3.039999962,"native"
"7913","Physalis arenicola","Physalis arenicola","PHAR14",1.21e+11,758.6099243,3.869999886,"native"
"7914","Thelesperma filifolium","Thelesperma filifolium","THFI",8.13e+11,1559.100021,5.349999905,"native"
"7915","Polygala lutea","Polygala lutea","POLU",3.79e+11,837.789917,3.739999771,"native"
"7916","Clematis glaucophylla","Clematis glaucophylla","CLGL",55024290024,1022.150024,3.339999914,"native"
"7917","Vaccinium virgatum","Vaccinium pallidum","VAVI2",2.59e+11,752.1900024,3.639999866,"native"
"7918","Sabatia campanulata","Sabatia campanulata","SACA26",2.25e+11,1399.859985,3.409999847,"native"
"7919","Carex venusta","Carex venusta","CAVE7",1.25e+11,1369.01001,3.409999847,"native"
"7920","Styrax grandifolius","Styrax grandifolius","STGR4",3.81e+11,1185.559998,3.879999638,"native"
"7921","Paronychia jamesii","Paronychia jamesii","PAJA",7.58e+11,1517.449951,7.269999862,"native"
"7922","Bejaria racemosa","Bejaria racemosa","BERA3",99965273251,584.3899536,3.869999886,"native"
"7923","Fimbristylis castanea","Fimbristylis spadicea","FICA4",2.23e+11,1359.100037,4.659999847,"native"
"7924","Polygala nuttallii","Polygala nuttallii","PONU2",1.07e+11,793.9200439,3.409999847,"native"
"7925","Eragrostis polytricha","Eragrostis polytricha","ERPO15",6669678278,260.6099854,2.150000095,"native"
"7926","Amelanchier obovalis","Amelanchier obovalis","AMOB2",1.13e+11,485.999939,3.059999943,"native"
"7927","Trichomanes intricatum","Trichomanes intricatum","TRIN13",96486033138,920.9200439,2.949999809,"native"
"7928","Kosteletzkya depressa","Kosteletzkya depressa","KODE2",4853834772,854.3400269,2.650000095,"native"
"7929","Vernonia blodgettii","Vernonia blodgettii","VEBL3",30335862420,613.6099854,3.869999886,"native"
"7930","Ipomoea shumardiana","Ipomoea shumardiana","IPSH",27479227623,403.3399658,2.509999752,"native"
"7931","Ibervillea lindheimeri","Ibervillea lindheimeri","IBLI",2.41e+11,1229.47998,3.559999943,"native"
"7932","Viburnum obovatum","Viburnum obovatum","VIOB",1.63e+11,741.2600098,3.5,"native"
"7933","Clematis ochroleuca","Clematis ochroleuca","CLOC",94662297677,1289.179993,2.369999886,"native"
"7934","Allium sharsmithiae","Allium sharsmithiae","ALSH2",9128157314,1088.989975,5.24000001,"native"
"7935","Coreopsis hamiltonii","Coreopsis hamiltonii","COHA2",9128157314,1088.989975,5.24000001,"native"
