"","Name_submitted","Accepted_name","Group","Order","Family","Genus","Orignal_Name","Seed_Dispersal_Category","Seed_Dispersal_Orignal_Discription","Seed_Dispersal_Data_Source"
"11115","Doronicum stenoglossum","Doronicum stenoglossum","Superasteridae","Asterales","Asteraceae","Doronicum","Doronicum stenoglossum","Anemochory","Ane","Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau"
"11116","Echinacea pallida","Echinacea pallida","Superasteridae","Asterales","Asteraceae","Echinacea","Echinacea pallida","Autochory","unassisted","Ozark glade grassland plants"
"11117","Echinacea paradoxa","Echinacea paradoxa","Superasteridae","Asterales","Asteraceae","Echinacea","Echinacea paradoxa","Autochory","unassisted","Ozark glade grassland plants"
"11118","Echinocoryne echinocephala","Echinocoryne echinocephala","Superasteridae","Asterales","Asteraceae","Echinocoryne","Echinocoryne echinocephala","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11119","Echinocoryne holosericea","Echinocoryne holosericea","Superasteridae","Asterales","Asteraceae","Echinocoryne","Echinocoryne holosericea","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11120","Echinocoryne pungens","Echinocoryne pungens","Superasteridae","Asterales","Asteraceae","Echinocoryne","Echinocoryne pungens","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11121","Echinocoryne schwenkiifolia","Echinocoryne schwenkiifolia","Superasteridae","Asterales","Asteraceae","Echinocoryne","Echinocoryne schwenkiifolia","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11122","Echinocoryne stricta","Echinocoryne stricta","Superasteridae","Asterales","Asteraceae","Echinocoryne","Echinocoryne stricta","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11123","Echinocoryne subulata","Echinocoryne subulata","Superasteridae","Asterales","Asteraceae","Echinocoryne","Echinocoryne subulata","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11124","Echinops armatus","Echinops armatus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops armatus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11125","Echinops bannaticus","Echinops bannaticus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops bannaticus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11126","Echinops emiliae","Echinops emiliae","Superasteridae","Asterales","Asteraceae","Echinops","Echinops emiliae","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11127","Echinops exaltatus","Echinops exaltatus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops exaltatus","Zoochory","epizoochor","The LEDA Traitbase"
"11128","Echinops graecus","Echinops graecus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops graecus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11129","Echinops hispidus","Echinops hispidus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops crispus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11130","Echinops microcephalus","Echinops microcephalus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops microcephalus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11131","Echinops onopordum","Echinops onopordum","Superasteridae","Asterales","Asteraceae","Echinops","Echinops onopordum","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11132","Echinops orientalis","Echinops orientalis","Superasteridae","Asterales","Asteraceae","Echinops","Echinops orientalis","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11133","Echinops ossicus","Echinops ossicus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops ossicus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11134","Echinops pungens","Echinops pungens","Superasteridae","Asterales","Asteraceae","Echinops","Echinops pungens","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11135","Echinops ritro","Echinops ritro","Superasteridae","Asterales","Asteraceae","Echinops","Echinops ritro","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11136","Echinops ritrodes","Echinops ritrodes","Superasteridae","Asterales","Asteraceae","Echinops","Echinops ritrodes","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11137","Echinops sphaerocephalus","Echinops sphaerocephalus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops sphaerocephalus","Zoochory","dysochor","The LEDA Traitbase"
"11138","Echinops spinosissimus","Echinops spinosissimus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops spinosissimus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11139","Echinops strigosus","Echinops strigosus","Superasteridae","Asterales","Asteraceae","Echinops","Echinops strigosus","Zoochory","Epizoochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11140","Eclipta alatocarpa","Eclipta alatocarpa","Superasteridae","Asterales","Asteraceae","Eclipta","Eclipta alatocarpa","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"11141","Eclipta platyglossa","Eclipta platyglossa","Superasteridae","Asterales","Asteraceae","Eclipta","Eclipta platyglossa","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"11142","Eclipta prostrata","Eclipta prostrata","Superasteridae","Asterales","Asteraceae","Eclipta","Eclipta prostrata","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11143","Eitenia polyseta","Eitenia polyseta","Superasteridae","Asterales","Asteraceae","Eitenia","Eitenia polyseta","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11144","Eitenia praxeloides","Eitenia praxeloides","Superasteridae","Asterales","Asteraceae","Eitenia","Eitenia praxeloides","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11145","Elachanthus glaber","Elachanthus glaber","Superasteridae","Asterales","Asteraceae","Elachanthus","Elachanthus glaber","Zoochory","epizoochory","AusTraits, a curated plant trait database for the Australian flora"
"11146","Elachanthus pusillus","Elachanthus pusillus","Superasteridae","Asterales","Asteraceae","Elachanthus","Elachanthus pusillus","Zoochory","epizoochory","AusTraits, a curated plant trait database for the Australian flora"
"11147","Elephantopus biflorus","Elephantopus biflorus","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus biflorus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11148","Elephantopus elongatus","Elephantopus elongatus","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus elongatus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11149","Elephantopus erectus","Elephantopus erectus","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus erectus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11150","Elephantopus hirtiflorus","Elephantopus hirtiflorus","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus hirtiflorus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11151","Elephantopus micropappus","Elephantopus micropappus","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus micropappus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11152","Elephantopus mollis","Elephantopus mollis","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus mollis","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11153","Elephantopus palustris","Elephantopus palustris","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus palustris","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11154","Elephantopus racemosus","Elephantopus racemosus","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus racemosus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11155","Elephantopus riparius","Elephantopus riparius","Superasteridae","Asterales","Asteraceae","Elephantopus","Elephantopus riparius","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11156","Eleutheranthera ruderalis","Eleutheranthera ruderalis","Superasteridae","Asterales","Asteraceae","Eleutheranthera","Eleutheranthera ruderalis","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"11157","Emilia fosbergii","Emilia fosbergii","Superasteridae","Asterales","Asteraceae","Emilia","Emilia fosbergii","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11158","Emilia sonchifolia","Emilia sonchifolia","Superasteridae","Asterales","Asteraceae","Emilia","Emilia sonchifolia","Anemochory","Wind","KEW Seed Information Database (SID)"
"11159","Encelia californica","Encelia californica","Superasteridae","Asterales","Asteraceae","Encelia","Encelia californica","Anemochory","Wind","KEW Seed Information Database (SID)"
"11160","Epaltes australis","Sphaeromorphaea australis","Superasteridae","Asterales","Asteraceae","Epaltes","Sphaeromorphaea australis","Zoochory","epizoochory","AusTraits, a curated plant trait database for the Australian flora"
"11161","Epaltes cunninghamii","Epaltes cunninghamii","Superasteridae","Asterales","Asteraceae","Epaltes","Epaltes cunninghamii","Zoochory","zoochory","AusTraits, a curated plant trait database for the Australian flora"
"11162","Erechtites goyazensis","Erechtites goyazensis","Superasteridae","Asterales","Asteraceae","Erechtites","Erechtites goyazensis","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11163","Erechtites hieracifolia","Erechtites hieracifolia","Superasteridae","Asterales","Asteraceae","Erechtites","Erechtites hieracifolia","Anemochory","Wind","KEW Seed Information Database (SID)"
"11164","Erechtites hieraciifolius","Erechtites hieraciifolius","Superasteridae","Asterales","Asteraceae","Erechtites","Erechtites hieraciifolius","Anemochory","Anemochory","Seed dispersal distance classes and dispersal modes for the European flora"
"11165","Erechtites ignobilis","Erechtites ignobilis","Superasteridae","Asterales","Asteraceae","Erechtites","Erechtites ignobilis","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11166","Erechtites minima","Erechtites minima","Superasteridae","Asterales","Asteraceae","Erechtites","Senecio minimus","Anemochory","anemochory","AusTraits, a curated plant trait database for the Australian flora"
"11167","Erechtites valerianifolia","Erechtites valerianifolia","Superasteridae","Asterales","Asteraceae","Erechtites","Erechtites valerianifolia","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11168","Eremanthus arboreus","Eremanthus arboreus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus arboreus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11169","Eremanthus argenteus","Eremanthus argenteus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus argenteus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11170","Eremanthus auriculatus","Eremanthus auriculatus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus auriculatus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11171","Paralychnophora bicolor","Paralychnophora bicolor","Superasteridae","Asterales","Asteraceae","Eremanthus","Paralychnophora bicolor","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11172","Eremanthus brasiliensis","Eremanthus brasiliensis","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus brasiliensis","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11173","Eremanthus capitatus","Eremanthus capitatus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus capitatus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11174","Eremanthus cinctus","Eremanthus cinctus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus cinctus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11175","Eremanthus crotonoides","Eremanthus crotonoides","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus crotonoides","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11176","Eremanthus elaeagnus","Eremanthus elaeagnus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus elaeagnus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
"11177","Eremanthus erythropappus","Eremanthus erythropappus","Superasteridae","Asterales","Asteraceae","Eremanthus","Eremanthus erythropappus","Anemochory","anemochor","Species able to reproduce after fire in a Brazilian Savanna"
