"","Name_submitted","Accepted_name","Family","Order","Superorder","Group (Dicot, Monocot, Gymnosperm, Fern)","Sample reference code","Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)","Nearctic","Neotropic","Palearctic","Afrotropic","Indo-Malay","Australasia","Oceania","Number of Biogeographic Realms","Tropical and Subtropical Moist Broadleaf Forests","Tropical and Subtropical Dry Broadleaf Forests","Tropical and Subtropical Coniferous Forests","Temperate Broadleaf and Mixed Forests","Temperate Coniferous Forests","Boreal Forests/Taiga","Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands","Flooded Grasslands and Savannas","Montane Grasslands and Shrublands","Tundra","Mediterranean Forests, Woodlands, and Scrub","Deserts and Xeric Shrublands","Mangroves","Number of Biomes","C (%)","S (%)","R (%)","CSR","Colour values for SigmaPlot","Growth habit (grey shade)","Growth habit (colour)","Growth habit (symbol)"
"1198","Galium rotundifolium L.","Galium rotundifolium","Rubiaceae","Gentianales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,8.05795696465911,0,91.9420430353409,"R","@rgb(21,0,234)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1199","Galium saxatile L.","Galium saxatile","Rubiaceae","Gentianales","Asteranae","Dicot","Díaz","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0,22.8419941066393,77.1580058933607,"R/SR","@rgb(0,58,197)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1200","Galium sylvaticum L.","Galium sylvaticum","Rubiaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,14.990016011765,0,85.009983988235,"R","@rgb(38,0,217)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1201","Galium tricornutum Dandy","Galium tricornutum","Rubiaceae","Gentianales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,8.24120748210015,30.4530094131174,61.3057831047825,"R/SR","@rgb(21,78,156)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1202","Galium uliginosum L.","Galium uliginosum","Rubiaceae","Gentianales","Asteranae","Dicot","Shipley","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,4.85015349570508,48.2949580880782,46.8548884162167,"SR","@rgb(12,123,119)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1203","Galium verrucosum Huds.","Galium verrucosum","Rubiaceae","Gentianales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.28182264558423,18.3180274639346,77.4001498904812,"R/SR","@rgb(11,47,197)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1204","Galium verum L.","Galium verum","Rubiaceae","Gentianales","Asteranae","Dicot","Díaz","perennial","herbaceous vine",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,7,1.28209905026649,71.8316722254267,26.8862287243068,"S/SR","@rgb(3,183,69)","@rgb(0,0,0)","@rgb(0,255,0)","@symbol(3,512,0)"
"1205","Garcinia intermedia (Pittier) Hammel","Garcinia intermedia","Clusiaceae","Malpighiales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,48.000281179462,51.999718820538,0,"CS","@rgb(122,133,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1206","Garcinia madruno (Kunth) Hammel","Garcinia madruno","Clusiaceae","Malpighiales","Rosanae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,48.9477227974543,51.0522772025457,0,"CS","@rgb(125,130,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1207","Garcinia malaccensis Hook. f. ex T. Anderson","Garcinia mangostana var. malaccensis","Guttiferae","Malpighiales","Rosanae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.2122520787716,59.7877479212284,0,"CS","@rgb(103,152,0)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1208","Gaylussacia riedelii Meisn.","Gaylussacia riedelii","Ericaceae","Ericales","Asteranae","Dicot","Negreiros","perennial","shrub",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18.2763559747871,81.7236440252129,0,"S/CS","@rgb(47,208,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1209","Genipa americana L.","Genipa americana","Rubiaceae","Gentianales","Asteranae","Dicot","Wright","perennial","tree",0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,6,69.7578428901097,21.2827285435835,8.9594285663068,"C/CS","@rgb(178,54,23)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1210","Genista anglica L.","Genista anglica","Fabaceae","Fabales","Rosanae","Dicot","Kleyer","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,79.8877237923224,20.1122762076776,"S/SR","@rgb(0,204,51)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1211","Genista germanica L.","Genista germanica","Fabaceae","Fabales","Rosanae","Dicot","Cerabolini","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1.99458666945403,45.0764092875127,52.9290040430332,"SR","@rgb(5,115,135)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1212","Genista pilosa L.","Genista pilosa","Fabaceae","Fabales","Rosanae","Dicot","Kleyer","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,80.2595063649334,19.7404936350666,"S/SR","@rgb(0,205,50)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1213","Genista tinctoria L.","Genista tinctoria","Fabaceae","Fabales","Rosanae","Dicot","Wright","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,7.48836612151737,54.5970797997098,37.9145540787729,"SR","@rgb(19,139,97)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1214","Gentiana acaulis L.","Gentiana acaulis","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,13.2123002598524,81.8105507679633,4.97714897218427,"S","@rgb(34,209,13)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1215","Gentiana alpina Vill.","Gentiana alpina","Gentianaceae","Gentianales","Asteranae","Dicot","Caccianiga","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.13619670474326,71.6735568230036,19.1902464722531,"S/SR","@rgb(23,183,49)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1216","Gentiana andrewsii Griseb.","Gentiana andrewsii","Gentianaceae","Gentianales","Asteranae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,37.6821307447429,34.7990960314928,27.5187732237643,"CSR","@rgb(96,89,70)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1217","Gentiana asclepiadea L.","Gentiana asclepiadea","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,36.6618851648691,0,63.3381148351308,"R/CR","@rgb(93,0,162)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1218","Gentiana bavarica L.","Gentiana bavarica","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,66.0050517743965,33.9949482256034,"S/SR","@rgb(0,168,87)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1219","Gentiana biebersteinii Bunge","Gentianella biebersteinii","Gentianaceae","Gentianales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,13.6635266966143,12.598082510308,73.7383907930777,"R/CR","@rgb(35,32,188)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1220","Gentiana brachyphylla Vill.","Gentiana brachyphylla","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,66.5919860502878,33.4080139497122,"S/SR","@rgb(0,170,85)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1221","Gentiana clusii Perr. et Song.","Gentiana clusii","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,41.7248556852634,55.2758488945154,2.9992954202212,"CS","@rgb(106,141,8)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1222","Gentiana lutea L.","Gentiana lutea","Gentianaceae","Gentianales","Asteranae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,77.8308530515774,13.2965140286819,8.87263291974064,"C/CS","@rgb(198,34,23)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1223","Gentiana nivalis L.","Gentiana nivalis","Gentianaceae","Gentianales","Asteranae","Dicot","Kleyer","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,0,0,100,"R","@rgb(0,0,255)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1224","Gentiana pneumonanthe L. pneumonanthe","Gentiana pneumonanthe","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,11.9183027324566,40.8835487422132,47.1981485253302,"SR/CSR","@rgb(30,104,120)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1225","Gentiana punctata L.","Gentiana punctata","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,60.2282185501458,2.96821730625572,36.8035641435985,"CR","@rgb(154,8,94)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1226","Gentiana purpurea L.","Gentiana purpurea","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,46.3429147536868,30.5202199788252,23.136865267488,"C/CSR","@rgb(118,78,59)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1227","Gentiana pyrenaica L.","Gentiana pyrenaica","Gentianaceae","Gentianales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.69892688987559,60.1984228934568,39.1026502166676,"SR","@rgb(2,154,100)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1228","Gentiana septemfida Pall.","Gentiana septemfida","Gentianaceae","Gentianales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,13.9117893233098,21.3582618447683,64.729948831922,"R/SR","@rgb(35,54,165)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1229","Gentiana verna L.","Gentiana verna","Gentianaceae","Gentianales","Asteranae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,10.8448927946589,64.9927053500666,24.1624018552744,"S/SR","@rgb(28,166,62)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1230","Gentianella insubrica (Kunz) Holub","Gentianella insubrica","Gentianaceae","Gentianales","Asteranae","Dicot","Cerabolini","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.7812439617405,0,80.2187560382595,"R/CR","@rgb(50,0,205)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1231","Geranium caespitosum E. James","Geranium caespitosum","Geraniaceae","Geraniales","Rosanae","Dicot","Laughlin","perennial","forb",1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,39.0865803674185,51.6422806473077,9.27113898527384,"CS","@rgb(100,132,24)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1232","Geranium dissectum L.","Geranium dissectum","Geraniaceae","Geraniales","Rosanae","Dicot","Cerabolini/Pierce","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,18.6855700682696,25.0788828692558,56.2355470624746,"R/CSR","@rgb(48,64,143)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1233","Geranium gymnocaulon DC.","Geranium gymnocaulon","Geraniaceae","Geraniales","Rosanae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,35.0340887157244,40.7216989102754,24.2442123740003,"CS/CSR","@rgb(89,104,62)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1234","Geranium lucidum L.","Geranium lucidum","Geraniaceae","Geraniales","Rosanae","Dicot","Díaz","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,7,31.801861578533,16.0681994433944,52.1299389780726,"R/CSR","@rgb(81,41,133)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1235","Geranium maculatum L.","Geranium maculatum","Geraniaceae","Geraniales","Rosanae","Dicot","Weiher","perennial","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,51.8907312676042,6.92508269707416,41.1841860353216,"CR","@rgb(132,18,105)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1236","Geranium molle L.","Geranium molle","Geraniaceae","Geraniales","Rosanae","Dicot","Cerabolini/Pierce","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,23.9851609849238,32.8222433606632,43.192595654413,"SR/CSR","@rgb(61,84,110)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1237","Geranium nodosum L.","Geranium nodosum","Geraniaceae","Geraniales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,55.2689957736989,5.94809503673344,38.7829091895677,"CR","@rgb(141,15,99)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1238","Geranium palustre L.","Geranium palustre","Geraniaceae","Geraniales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,51.1784546309588,22.0422777801737,26.7792675888675,"C/CSR","@rgb(131,56,68)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1239","Geranium phaeum L.","Geranium phaeum","Geraniaceae","Geraniales","Rosanae","Dicot","Kleyer","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,64.2496195145609,0,35.7503804854391,"C/CR","@rgb(164,0,91)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1240","Geranium pratense L. pratense","Geranium pratense","Geraniaceae","Geraniales","Rosanae","Dicot","Cerabolini","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,6,55.6693266680994,17.9151170113965,26.4155563205041,"C/CSR","@rgb(142,46,67)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1241","Geranium richardsonii Fisch. & Trautv.","Geranium richardsonii","Geraniaceae","Geraniales","Rosanae","Dicot","Laughlin","perennial","forb",1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,4,54.10675899048,14.8606446012923,31.0325964082277,"C/CSR","@rgb(138,38,79)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1242","Geranium robertianum L.","Geranium robertianum","Geraniaceae","Geraniales","Rosanae","Dicot","Cerabolini/Pierce","biennial","forb",0,0,1,0,1,0,0,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,6,22.235726635586,9.51984676784759,68.2444265965664,"R/CR","@rgb(57,24,174)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1243","Geranium rotundifolium L.","Geranium rotundifolium","Geraniaceae","Geraniales","Rosanae","Dicot","Díaz","annual","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,7,23.4090609543589,29.8940065508683,46.6969324947728,"R/CSR","@rgb(60,76,119)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1244","Geranium sanguineum L.","Geranium sanguineum","Geraniaceae","Geraniales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,22.0872494356042,55.3159058792196,22.5968446851762,"S/CSR","@rgb(56,141,58)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1245","Geranium sylvaticum L.","Geranium sylvaticum","Geraniaceae","Geraniales","Rosanae","Dicot","Soudzilovskaia","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,35.5144630050102,31.024380740739,33.4611562542508,"CSR","@rgb(91,79,85)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1246","Geum canadense Jacq.","Geum canadense","Rosaceae","Rosales","Rosanae","Dicot","Weiher","perennial","forb",1,1,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5,41.3378090561657,27.7952298670062,30.8669610768281,"CSR","@rgb(105,71,79)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1247","Geum macrophyllum Willd.","Geum macrophyllum","Rosaceae","Rosales","Rosanae","Dicot","Shipley","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4,11.5175584474458,62.8920083504755,25.5904332020787,"S/SR","@rgb(29,160,65)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1248","Geum montanum L.","Geum montanum","Rosaceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,28.6714879609728,56.4265221868833,14.9019898521439,"S/CSR","@rgb(73,144,38)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1249","Geum reptans L.","Geum reptans","Rosaceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,28.733764116031,71.266235883969,0,"S/CS","@rgb(73,182,0)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1250","Geum rivale L.","Geum rivale","Rosaceae","Rosales","Rosanae","Dicot","Soudzilovskaia","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,49.0889183150073,27.0531402666654,23.8579414183273,"C/CSR","@rgb(125,69,61)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1251","Geum urbanum L.","Geum urbanum","Rosaceae","Rosales","Rosanae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,48.1120669730578,29.6614648222916,22.2264682046505,"C/CSR","@rgb(123,76,57)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1252","Ginkgo biloba L.","Ginkgo biloba","Ginkgoaceae","Ginkgoales",NA,"Gymnosperm","Cornelissen","perennial","tree",0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,33.5941758306067,15.4484380133114,50.957386156082,"CR/CSR","@rgb(86,39,130)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1253","Gironniera parvifolia Planch.","Gironniera parvifolia","Ulmaceae","Rosales","Rosanae","Dicot","SJ Wright Pasoh","perennial","tree",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.8215919704429,64.323369086504,13.855038943053,"S/CS","@rgb(56,164,35)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1254","Gladiolus palustris Gaudin","Gladiolus palustris","Iridaceae","Asparagales","Lilianae","Monocot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,40.5921194480248,33.1327892200841,26.2750913318911,"CSR","@rgb(104,84,67)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1255","Glaucium flavum Crantz","Glaucium flavum","Papaveraceae","Ranunculales","Ranunculanae","Dicot","Kleyer","biennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,71.9509493906375,0,28.0490506093625,"C/CR","@rgb(183,0,72)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1256","Glaux maritima L.","Lysimachia maritima","Primulaceae","Ericales","Asteranae","Dicot","Shipley","perennial","forb",1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,1,1,0,7,28.2140535488501,18.959935136831,52.8260113143189,"R/CSR","@rgb(72,48,135)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1257","Glechoma hederacea L.","Glechoma hederacea","Lamiaceae","Lamiales","Asteranae","Dicot","Weiher","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,16.6020992182214,0,83.3979007817786,"R/CR","@rgb(42,0,213)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1258","Gleditsia triacanthos L.","Gleditsia triacanthos","Fabaceae","Fabales","Rosanae","Dicot","Cerabolini/Pierce","perennial","tree",1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,7,61.8160211569174,24.6237955311532,13.5601833119294,"C/CSR","@rgb(158,63,35)","@rgb(255,255,255)","@rgb(128,0,0)","@symbol(3,512,0)"
"1259","Globularia alypum L.","Globularia alypum","Plantaginaceae","Lamiales","Asteranae","Dicot","Cornelissen","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.23651344036723,0,95.7634865596328,"R","@rgb(11,0,244)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1260","Globularia bisnagarica L.","Globularia bisnagarica","Plantaginaceae","Lamiales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,18.8770342982025,65.3078477038983,15.8151179978992,"S/CS","@rgb(48,167,40)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1261","Globularia cordifolia L.","Globularia cordifolia","Plantaginaceae","Lamiales","Asteranae","Dicot","Cerabolini/Pierce","perennial","shrub",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2.88249525980075,97.1175047401993,0,"S","@rgb(7,248,0)","@rgb(192,192,192)","@rgb(0,0,0)","@symbol(6,512,0)"
"1262","Globularia nudicaulis L.","Globularia nudicaulis","Plantaginaceae","Lamiales","Asteranae","Dicot","Cerabolini/Pierce","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,37.0164355020556,42.5486674288791,20.4348970690653,"CS/CSR","@rgb(94,108,52)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1263","Globularia punctata Lapeyr.","Globularia bisnagarica","Plantaginaceae","Lamiales","Asteranae","Dicot","Cerabolini/Pierce2","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,26.8731664577359,68.989202786361,4.13763075590317,"S/CS","@rgb(69,176,11)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1264","Glyceria fluitans (L.) R. Br.","Glyceria fluitans","Poaceae","Poales","Lilianae","Monocot","Díaz","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,20.3895027843933,35.8190846480606,43.7914125675461,"SR/CSR","@rgb(52,91,112)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"1265","Glyceria plicata (Fr.) Fr.","Glyceria notata","Poaceae","Poales","Lilianae","Monocot","Kleyer","perennial","graminoid",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,22.5015875582519,19.3060657704636,58.1923466712845,"R/CSR","@rgb(57,49,148)","@rgb(0,0,0)","@rgb(0,128,0)","@symbol(4,512,0)"
"1266","Gnaphalium hoppeanum Koch","Omalotheca hoppeana","Asteraceae","Asterales","Asteranae","Dicot","Caccianiga","perennial","forb",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2.65581251621693,75.7350950404621,21.6090924433209,"S/SR","@rgb(7,193,55)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1267","Gnaphalium luteoalbum L.","Pseudognaphalium luteoalbum","Asteraceae","Asterales","Asteranae","Dicot","Kleyer","annual","forb",0,0,1,1,1,1,0,4,1,1,0,1,1,0,1,1,0,1,0,1,1,0,9,7.9243148455298,15.3897455218242,76.685939632646,"R/SR","@rgb(20,39,196)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
"1268","Gnaphalium obtusifolium L.","Pseudognaphalium obtusifolium","Asteraceae","Asterales","Asteranae","Dicot","Shipley","annual","forb",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,22.4632857636981,0,77.5367142363019,"R/CR","@rgb(57,0,198)","@rgb(192,192,192)","@rgb(192,192,192)","@symbol(2,512,0)"
